indicator_id,indicator_name,wb_code,year,value,source_url
electrification_rate,Access to Electricity,EG.ELC.ACCS.ZS,2015,,https://api.worldbank.org/v2/country/KE/indicator/EG.ELC.ACCS.ZS
electrification_rate,Access to Electricity,EG.ELC.ACCS.ZS,2016,,https://api.worldbank.org/v2/country/KE/indicator/EG.ELC.ACCS.ZS
electrification_rate,Access to Electricity,EG.ELC.ACCS.ZS,2017,,https://api.worldbank.org/v2/country/KE/indicator/EG.ELC.ACCS.ZS
electrification_rate,Access to Electricity,EG.ELC.ACCS.ZS,2018,,https://api.worldbank.org/v2/country/KE/indicator/EG.ELC.ACCS.ZS
electrification_rate,Access to Electricity,EG.ELC.ACCS.ZS,2019,,https://api.worldbank.org/v2/country/KE/indicator/EG.ELC.ACCS.ZS
electrification_rate,Access to Electricity,EG.ELC.ACCS.ZS,2020,,https://api.worldbank.org/v2/country/KE/indicator/EG.ELC.ACCS.ZS
electrification_rate,Access to Electricity,EG.ELC.ACCS.ZS,2021,,https://api.worldbank.org/v2/country/KE/indicator/EG.ELC.ACCS.ZS
electrification_rate,Access to Electricity,EG.ELC.ACCS.ZS,2022,,https://api.worldbank.org/v2/country/KE/indicator/EG.ELC.ACCS.ZS
electrification_rate,Access to Electricity,EG.ELC.ACCS.ZS,2023,,https://api.worldbank.org/v2/country/KE/indicator/EG.ELC.ACCS.ZS
electrification_rate,Access to Electricity,EG.ELC.ACCS.ZS,2024,,https://api.worldbank.org/v2/country/KE/indicator/EG.ELC.ACCS.ZS
gdp_current,GDP (current LCU),NY.GDP.MKTP.CN,2013,,https://api.worldbank.org/v2/country/KE/indicator/NY.GDP.MKTP.CN
gdp_current,GDP (current LCU),NY.GDP.MKTP.CN,2014,,https://api.worldbank.org/v2/country/KE/indicator/NY.GDP.MKTP.CN
gdp_current,GDP (current LCU),NY.GDP.MKTP.CN,2015,,https://api.worldbank.org/v2/country/KE/indicator/NY.GDP.MKTP.CN
gdp_current,GDP (current LCU),NY.GDP.MKTP.CN,2016,,https://api.worldbank.org/v2/country/KE/indicator/NY.GDP.MKTP.CN
gdp_current,GDP (current LCU),NY.GDP.MKTP.CN,2017,,https://api.worldbank.org/v2/country/KE/indicator/NY.GDP.MKTP.CN
gdp_current,GDP (current LCU),NY.GDP.MKTP.CN,2018,,https://api.worldbank.org/v2/country/KE/indicator/NY.GDP.MKTP.CN
gdp_current,GDP (current LCU),NY.GDP.MKTP.CN,2019,,https://api.worldbank.org/v2/country/KE/indicator/NY.GDP.MKTP.CN
gdp_current,GDP (current LCU),NY.GDP.MKTP.CN,2020,,https://api.worldbank.org/v2/country/KE/indicator/NY.GDP.MKTP.CN
gdp_current,GDP (current LCU),NY.GDP.MKTP.CN,2021,,https://api.worldbank.org/v2/country/KE/indicator/NY.GDP.MKTP.CN
gdp_current,GDP (current LCU),NY.GDP.MKTP.CN,2022,,https://api.worldbank.org/v2/country/KE/indicator/NY.GDP.MKTP.CN
gdp_current,GDP (current LCU),NY.GDP.MKTP.CN,2023,,https://api.worldbank.org/v2/country/KE/indicator/NY.GDP.MKTP.CN
gdp_current,GDP (current LCU),NY.GDP.MKTP.CN,2024,,https://api.worldbank.org/v2/country/KE/indicator/NY.GDP.MKTP.CN
population,Total Population,SP.POP.TOTL,2013,,https://api.worldbank.org/v2/country/KE/indicator/SP.POP.TOTL
population,Total Population,SP.POP.TOTL,2014,,https://api.worldbank.org/v2/country/KE/indicator/SP.POP.TOTL
population,Total Population,SP.POP.TOTL,2015,,https://api.worldbank.org/v2/country/KE/indicator/SP.POP.TOTL
population,Total Population,SP.POP.TOTL,2016,,https://api.worldbank.org/v2/country/KE/indicator/SP.POP.TOTL
population,Total Population,SP.POP.TOTL,2017,,https://api.worldbank.org/v2/country/KE/indicator/SP.POP.TOTL
population,Total Population,SP.POP.TOTL,2018,,https://api.worldbank.org/v2/country/KE/indicator/SP.POP.TOTL
population,Total Population,SP.POP.TOTL,2019,,https://api.worldbank.org/v2/country/KE/indicator/SP.POP.TOTL
population,Total Population,SP.POP.TOTL,2020,,https://api.worldbank.org/v2/country/KE/indicator/SP.POP.TOTL
population,Total Population,SP.POP.TOTL,2021,,https://api.worldbank.org/v2/country/KE/indicator/SP.POP.TOTL
population,Total Population,SP.POP.TOTL,2022,,https://api.worldbank.org/v2/country/KE/indicator/SP.POP.TOTL
population,Total Population,SP.POP.TOTL,2023,,https://api.worldbank.org/v2/country/KE/indicator/SP.POP.TOTL
population,Total Population,SP.POP.TOTL,2024,,https://api.worldbank.org/v2/country/KE/indicator/SP.POP.TOTL
gni_per_capita,GNI per Capita (USD),NY.GNP.PCAP.CD,2013,,https://api.worldbank.org/v2/country/KE/indicator/NY.GNP.PCAP.CD
